subject,wm_snr_orig,gm_snr_orig,wm_snr_norm,gm_snr_norm,cc_size,holes_lh,holes_rh,defects_lh,defects_rh,topo_lh,topo_rh,con_snr_lh,con_snr_rh,rot_tal_x,rot_tal_y,rot_tal_z,n_outlier_norms,n_outlier_sample_nonpar,n_outlier_sample_param,QC_metric
SUBJ_01033,12.372008970515404,8.01678593939071,25.106644287891108,13.52999427016648,0.002320902881111,36,50,34,31,4.7,5.1,3.4254735,3.36258,0.0022129744552111,0.0211317186124283,0.0216096664570002,4.0,0,0,4.177083074454497
SUBJ_01041,12.957473491250491,8.424581039681899,23.02498090439665,12.55920895693825,0.0027766371736355,35,47,30,23,2.0,2.6,3.4602757,3.2436566,0.0134230814957732,-0.070006269156448,0.0790518762391516,4.0,0,5,2.806045389956533
SUBJ_01042,13.528388136451152,9.157501498127983,21.8622136229338,14.230206567354204,0.0021682473794032,57,61,39,40,2.7,2.7,3.0160365,3.0583436,-0.2391075055175045,0.0033183756837361,0.0451048645020443,2.0,2,7,6.035918477359632
SUBJ_01043,11.143016147586822,7.8989566329981,25.789148112352848,12.312218211910382,0.0032131028163138,39,36,33,22,1.5,2.8,3.2552986,3.1319761,-0.2133869615288431,0.0508908274474053,0.071183368342957,5.0,1,4,2.3042684356539023
SUBJ_01049,12.01236457556282,7.701275935422576,23.697259674041582,12.373729990938848,0.00257866617123,31,41,35,30,1.9,3.6,3.2996154,3.1877367,-0.0486546643634342,-0.0237969708128739,0.0144517149119618,2.0,0,1,3.117814595560987
SUBJ_01053,13.0897426301195,8.418943681295552,26.756561827447616,12.290846187819923,0.0030556050053804,34,27,21,23,2.3,2.6,3.4238954,3.5222838,0.0050703403420604,-0.0330965209012168,-0.0268262926390865,4.0,4,7,1.3956036214172958
SUBJ_01056,10.391635791621374,7.200738324510402,23.40462837483988,13.741845475874984,0.003265855741955,34,30,26,25,1.6,7.1,3.2756486,3.0968451,-0.1231976444438041,0.0101968327498746,-0.0274264433849069,1.0,1,3,2.4614620505585942
SUBJ_01061,12.684558393298218,7.917041688071457,27.741794772957856,12.898371242246272,0.0030203553472661,30,23,23,20,1.5,1.9,3.261203,3.2816455,-0.0762814224059396,-0.0881163474596583,-0.0882699518878373,2.0,0,0,0.9262223233805308
SUBJ_01071,12.646657778956916,8.521680173616607,23.006963441398245,12.865672932843294,0.001998054457963,47,56,31,35,5.8,6.1,3.1289914,3.1666236,-0.2184275159327938,0.0626249072438008,-0.0152928472699221,4.0,1,3,5.428828793934566
SUBJ_01072,14.340588997283277,9.133733303338348,24.403883652063644,13.09533986660962,0.0026717496429922,30,42,35,26,1.8,2.0,3.140465,3.134054,-0.0547517646066595,0.0109017951748668,0.007144612776214,6.0,1,5,3.233965273939454
SUBJ_01077,11.201030014900695,7.283396508895501,26.363654730050136,12.39536165017893,0.0032772513602812,27,37,21,17,1.2,2.9,3.4495502,3.4458961,0.0427556470163474,-0.0733673446335869,-0.0522211042471855,2.0,3,8,1.008794835595026
SUBJ_01082,12.715899908029604,8.36828395378647,26.50040953520685,13.500502220677651,0.0028029380976801,36,36,20,28,1.9,6.4,3.305667,3.2213364,-0.0479234765067847,0.0199709528186302,-0.0085494785979917,3.0,2,3,2.4542694091464328
SUBJ_01083,12.455018396791658,8.571494585459831,25.49897814644392,12.699839155546114,0.0034809354369466,40,36,26,27,1.9,10.3,3.4426522,3.2932975,-0.1351742339994671,-0.0230829588039873,0.0144843000288921,3.0,6,6,2.6744099792393894
SUBJ_01089,13.371039281798796,8.752520119593752,25.256250482384207,13.456348499759498,0.0029599472076373,38,39,31,29,2.1,6.1,3.119798,3.0916538,-0.1617032154757571,-0.0372410973342452,0.0332761235341656,3.0,0,7,3.431881191266017
SUBJ_01094,12.083044820989969,8.00294019352567,23.172552539627223,12.619050647364798,0.0025502488549354,29,28,27,31,2.1,2.1,3.259877,3.2988744,-0.0725156616761678,-0.0229345781622861,0.0644518649780299,1.0,0,0,2.186804335461946
SUBJ_01101,10.801029100127952,7.2588550717017055,24.595664187084736,12.232305131830769,0.0030645417668132,44,37,33,27,2.2,5.4,3.3678424,3.3357265,-0.1467000966425389,0.0156462850313441,0.0639596553736347,4.0,0,0,2.761903299782916
SUBJ_01104,12.315012580905222,8.760812226318981,23.62831612675216,12.82986052158069,0.0023491117655405,59,63,39,55,4.8,43.0,2.9701746,3.0115333,-0.2374697110741817,-0.0016014808507033,0.0315464881431888,3.0,2,3,9.25834241661128
SUBJ_01107,12.26810363975698,8.014530946295725,25.389134974983687,12.73209255456312,0.0028588827933494,38,33,26,33,2.7,3.0,3.3120952,3.2819004,-0.0529255101476806,-0.0372228237617735,-0.0241718656290472,4.0,0,3,2.884380943186025
SUBJ_01113,9.96722786984589,6.721525374405664,23.57275568038692,12.225444759873088,0.0024249358218413,24,34,25,23,1.7,6.0,3.2007656,3.2151237,-0.0400968468294115,-0.0726466754657943,-0.0659988141288939,2.0,3,8,2.295963356615851
SUBJ_01122,10.453444248682308,7.436121803986836,25.299029010066462,12.34018791008989,0.0027232638174856,26,39,28,28,2.0,4.9,3.478217,3.3738196,-0.212997658302538,-0.0097230810342812,0.0212381101431525,2.0,0,1,1.741410002485056
SUBJ_01125,11.477675187963689,8.02422118085286,21.79395082286391,12.931841497705088,0.0021565558084748,41,47,42,40,3.0,3.8,3.137822,3.051529,-0.0711734658045126,-0.0548900601093166,-0.0177623932339039,2.0,1,1,5.429405478275982
SUBJ_01129,11.609829373937016,7.583218610559041,24.56745529002887,12.89568173426399,0.0029999318021639,35,37,25,25,1.3,2.9,3.1190596,3.1784081,0.0035574264475046,0.0209977317968262,-0.0078821739898016,2.0,0,1,2.5467592418524263
SUBJ_01133,11.69562350317964,7.322188485959377,24.699349375158025,12.537834405047573,0.0022779017974473,35,24,24,23,1.1,2.6,3.4633493,3.3213716,-0.1583626352469072,-0.0568315868196342,0.04090866671144,6.0,4,10,1.1971594643532366
SUBJ_01136,11.36695245623065,7.699117493377098,23.06731875920311,13.305293540569844,0.0021691752837987,74,59,43,39,3.2,54.1,3.1876075,3.0434544,-0.1547291827687953,-0.0285416153649697,-0.035612052044766,4.0,4,7,9.217744443943776
SUBJ_01139,13.03456372574194,8.30327649173528,26.095409465800472,12.403974558712276,0.003249966632255,42,30,28,25,2.1,2.8,3.2625375,3.2714012,-0.0695565871675574,0.0025474725524382,0.0854687347053345,2.0,0,2,2.200840688749534
SUBJ_01154,11.544391357688433,7.417331400394236,23.417715368924902,11.8931394375402,0.0025801646117991,32,38,26,28,1.7,2.4,3.3117783,3.2780344,-0.1168485726390795,-0.0254765093030434,-0.1025770173003936,4.0,2,3,2.242604721246472
