ROI,weight
GrayVol_lh_parsorbitalis,0.00011851773422791396
GrayVol_lh_parstriangularis,3.9548833057430216e-05
GrayVol_lh_pericalcarine,5.089312798090148e-05
GrayVol_lh_postcentral,4.295177957132018e-05
GrayVol_lh_posteriorcingulate,0.00012354359904273883
GrayVol_lh_precentral,3.971127317902807e-05
GrayVol_lh_precuneus,5.375489621620958e-05
GrayVol_lh_rostralanteriorcingulate,0.00010100857394382876
GrayVol_lh_rostralmiddlefrontal,3.070017205408051e-05
GrayVol_lh_superiorfrontal,2.324082252366475e-05
GrayVol_lh_superiorparietal,4.5103610258470485e-05
GrayVol_lh_superiortemporal,3.230547856535299e-05
GrayVol_lh_supramarginal,3.568708861054523e-05
GrayVol_lh_transversetemporal,0.00025952970811505264
GrayVol_rh_caudalanteriorcingulate,7.743942097859014e-05
GrayVol_rh_caudalmiddlefrontal,3.5971936006553635e-05
GrayVol_rh_cuneus,8.038103179281666e-05
GrayVol_rh_entorhinal,0.00010864590674440589
GrayVol_rh_fusiform,4.527849903369902e-05
GrayVol_rh_inferiorparietal,2.796112132638954e-05
GrayVol_rh_inferiortemporal,3.882045621028637e-05
GrayVol_rh_insula,0.00010532094948531073
GrayVol_rh_isthmuscingulate,0.00013903649768878056
GrayVol_rh_lateraloccipital,3.7697863075164846e-05
GrayVol_rh_lateralorbitofrontal,8.238015207461575e-05
GrayVol_rh_lingual,4.751290439952827e-05
GrayVol_rh_medialorbitofrontal,0.00012954708190878017
GrayVol_rh_middletemporal,3.144975271995734e-05
GrayVol_rh_paracentral,7.836587374711722e-05
GrayVol_rh_parahippocampal,0.00014197212401674252
GrayVol_rh_parsopercularis,4.209513848116744e-05
GrayVol_rh_parsorbitalis,8.855395362462015e-05
GrayVol_rh_parstriangularis,2.0708203437956875e-05
GrayVol_rh_pericalcarine,5.1334136788046486e-05
GrayVol_rh_postcentral,4.470962051793046e-05
GrayVol_rh_posteriorcingulate,0.00011832034852651714
GrayVol_rh_precentral,4.163848615579186e-05
GrayVol_rh_precuneus,5.336322599260554e-05
GrayVol_rh_rostralanteriorcingulate,8.767190756465362e-05
GrayVol_rh_rostralmiddlefrontal,3.1676074144986916e-05
GrayVol_rh_superiorfrontal,1.9598081927230514e-05
GrayVol_rh_superiorparietal,3.771314292002146e-05
GrayVol_rh_superiortemporal,3.663303478266147e-05
GrayVol_rh_supramarginal,4.435315747707281e-05
GrayVol_rh_transversetemporal,0.0002944070219507912
MeanCurv_lh_caudalanteriorcingulate,-3.791822655018112
MeanCurv_lh_caudalmiddlefrontal,-6.1594669924378875
MeanCurv_lh_cuneus,-0.4822977660151971
MeanCurv_lh_entorhinal,0.7731089688381636
MeanCurv_lh_fusiform,-4.087909135907674
MeanCurv_lh_inferiorparietal,-1.304956653775184
MeanCurv_lh_inferiortemporal,-4.0569729484038435
MeanCurv_lh_insula,1.2719503140639123
MeanCurv_lh_isthmuscingulate,-0.5732751378487272
MeanCurv_lh_lateraloccipital,-1.6972302691779004
MeanCurv_lh_lateralorbitofrontal,-0.47430303890541614
MeanCurv_lh_lingual,-1.4931956116742933
MeanCurv_lh_medialorbitofrontal,-2.0800779053482064
MeanCurv_lh_middletemporal,-3.6062756475444426
MeanCurv_lh_paracentral,-2.209224390425836
MeanCurv_lh_parahippocampal,0.01825770568335486
MeanCurv_lh_parsopercularis,-1.8300611736051775
MeanCurv_lh_parsorbitalis,-1.908057299495632
MeanCurv_lh_parstriangularis,-1.680206877043732
MeanCurv_lh_pericalcarine,-0.21180870140172914
MeanCurv_lh_postcentral,-3.1653940303087924
MeanCurv_lh_posteriorcingulate,-0.5971775100757151
MeanCurv_lh_precentral,-4.80074546020468
MeanCurv_lh_precuneus,-2.3239094173711736
MeanCurv_lh_rostralanteriorcingulate,-0.0832641338812325
MeanCurv_lh_rostralmiddlefrontal,-5.054633364040898
MeanCurv_lh_superiorfrontal,-5.704104322465568
MeanCurv_lh_superiorparietal,-6.515286240648524
MeanCurv_lh_superiortemporal,-3.69089310161675
MeanCurv_lh_supramarginal,-7.791904337818875
MeanCurv_lh_transversetemporal,-0.8677998588372963
MeanCurv_rh_caudalanteriorcingulate,-3.7381599630409146
MeanCurv_rh_caudalmiddlefrontal,-7.089612847338396
MeanCurv_rh_cuneus,2.5314262651638795
MeanCurv_rh_entorhinal,-0.42171771280976983
MeanCurv_rh_fusiform,-4.3694038956089605
MeanCurv_rh_inferiorparietal,-8.685373432229474
MeanCurv_rh_inferiortemporal,-4.88943260621916
MeanCurv_rh_insula,2.0348965956576595
MeanCurv_rh_isthmuscingulate,-1.1275315346786534
MeanCurv_rh_lateraloccipital,-3.601462304662122
MeanCurv_rh_lateralorbitofrontal,0.2754562553182429
MeanCurv_rh_lingual,-0.590319629492665
MeanCurv_rh_medialorbitofrontal,-0.19383415896394748
MeanCurv_rh_middletemporal,-5.788034365221995
MeanCurv_rh_paracentral,-2.350835351398813
MeanCurv_rh_parahippocampal,0.04463431359192063
MeanCurv_rh_parsopercularis,-1.223655753442445
MeanCurv_rh_parsorbitalis,-0.47829583762468925
MeanCurv_rh_parstriangularis,-2.6547858991266637
MeanCurv_rh_pericalcarine,-0.5935659536255093
MeanCurv_rh_postcentral,-4.938445790529415
MeanCurv_rh_posteriorcingulate,1.1607773667463868
MeanCurv_rh_precentral,-6.029731631021277
MeanCurv_rh_precuneus,0.3339860992893493
MeanCurv_rh_rostralanteriorcingulate,0.5820962323799233
MeanCurv_rh_rostralmiddlefrontal,-3.108557782946979
MeanCurv_rh_superiorfrontal,-6.525744149343065
MeanCurv_rh_superiorparietal,-6.03549841458365
MeanCurv_rh_superiortemporal,-5.447584376414348
MeanCurv_rh_supramarginal,-6.752857645195835
MeanCurv_rh_transversetemporal,-0.005804731584861035
SurfArea_lh_caudalanteriorcingulate,0.0003792528322537952
SurfArea_lh_caudalmiddlefrontal,0.0001362852282116318
SurfArea_lh_cuneus,0.00017388736003300345
SurfArea_lh_entorhinal,0.00023808376304818154
SurfArea_lh_fusiform,0.0001335178489877039
SurfArea_lh_inferiorparietal,7.388964420143536e-05
SurfArea_lh_inferiortemporal,0.0001538210264250457
SurfArea_lh_insula,0.0003811406380312616
SurfArea_lh_isthmuscingulate,0.0004266028980212166
SurfArea_lh_lateraloccipital,7.5577453988557e-05
SurfArea_lh_lateralorbitofrontal,0.00019880684130745685
SurfArea_lh_lingual,0.0001146383552848834
SurfArea_lh_medialorbitofrontal,0.00024717858942301064
SurfArea_lh_middletemporal,0.00012695231538746276
SurfArea_lh_paracentral,0.00037424047558116263
SurfArea_lh_parahippocampal,0.0005089997924801373
SurfArea_lh_parsopercularis,0.00019292741217776947
SurfArea_lh_parsorbitalis,0.0005063816628543734
SurfArea_lh_parstriangularis,0.00013145997239810442
SurfArea_lh_pericalcarine,7.710455661714867e-05
SurfArea_lh_postcentral,0.00013487997570489673
SurfArea_lh_posteriorcingulate,0.0003338709107373143
SurfArea_lh_precentral,0.00013894868509569723
SurfArea_lh_precuneus,0.0001545659669202504
SurfArea_lh_rostralanteriorcingulate,0.000377810105506891
SurfArea_lh_rostralmiddlefrontal,0.00010267694195900083
SurfArea_lh_superiorfrontal,8.661180565425772e-05
SurfArea_lh_superiorparietal,0.00010659674990872582
SurfArea_lh_superiortemporal,0.00012489958535887065
SurfArea_lh_supramarginal,0.00010849854907988313
SurfArea_lh_transversetemporal,0.0008389024936367624
SurfArea_rh_caudalanteriorcingulate,0.00031181808816935485
SurfArea_rh_caudalmiddlefrontal,0.00010906021837472496
SurfArea_rh_cuneus,0.00022960542160255625
SurfArea_rh_entorhinal,0.00024164836744812443
SurfArea_rh_fusiform,0.00012688460545511065
SurfArea_rh_inferiorparietal,9.03760005347937e-05
SurfArea_rh_inferiortemporal,0.00014774055673878275
SurfArea_rh_insula,0.00035869139081582427
SurfArea_rh_isthmuscingulate,0.00043166308301119486
SurfArea_rh_lateraloccipital,8.158130149171292e-05
SurfArea_rh_lateralorbitofrontal,0.00021666228038489882
SurfArea_rh_lingual,0.00011970234054715562
SurfArea_rh_medialorbitofrontal,0.0002854884880867837
SurfArea_rh_middletemporal,0.0001430073236021182
SurfArea_rh_paracentral,0.00022808472382889462
SurfArea_rh_parahippocampal,0.000428368085075415
SurfArea_rh_parsopercularis,0.00013413411945135525
SurfArea_rh_parsorbitalis,0.00039211525842418126
SurfArea_rh_parstriangularis,0.0001460873501306031
SurfArea_rh_pericalcarine,7.889355673510365e-05
SurfArea_rh_postcentral,0.0001541900598551751
SurfArea_rh_posteriorcingulate,0.00034459996467088865
SurfArea_rh_precentral,0.00013275950787637218
SurfArea_rh_precuneus,0.00014779455959333608
SurfArea_rh_rostralanteriorcingulate,0.0003377030732638501
SurfArea_rh_rostralmiddlefrontal,0.00011788561375865576
SurfArea_rh_superiorfrontal,6.746637614249967e-05
SurfArea_rh_superiorparietal,9.039371941233533e-05
SurfArea_rh_superiortemporal,0.00014892241824254765
SurfArea_rh_supramarginal,0.00012362677144471087
SurfArea_rh_transversetemporal,0.0009925471134406294
ThickAvg_lh_caudalanteriorcingulate,-0.14460649335991896
ThickAvg_lh_caudalmiddlefrontal,0.18339904229338236
ThickAvg_lh_cuneus,0.03328128122828793
ThickAvg_lh_entorhinal,0.028931010322592265
ThickAvg_lh_fusiform,0.24659851032976926
ThickAvg_lh_inferiorparietal,-0.15370767040366143
ThickAvg_lh_inferiortemporal,-0.13983276998428826
ThickAvg_lh_insula,-0.05830925349970294
ThickAvg_lh_isthmuscingulate,-0.19997300582177163
ThickAvg_lh_lateraloccipital,0.21943295598892887
ThickAvg_lh_lateralorbitofrontal,-0.24581324747940206
ThickAvg_lh_lingual,0.2726378502355312
ThickAvg_lh_medialorbitofrontal,-0.14980450803252132
ThickAvg_lh_middletemporal,-0.09412839909494852
ThickAvg_lh_paracentral,0.0725373710249623
ThickAvg_lh_parahippocampal,0.06652264417661533
ThickAvg_lh_parsopercularis,0.2029473842593539
ThickAvg_lh_parsorbitalis,0.03589854757566088
ThickAvg_lh_parstriangularis,0.11138848994229023
ThickAvg_lh_pericalcarine,0.15634833314598792
ThickAvg_lh_postcentral,0.3110931541536383
ThickAvg_lh_posteriorcingulate,-0.12611957266053767
ThickAvg_lh_precentral,0.24934673597121834
ThickAvg_lh_precuneus,0.058479451864169314
ThickAvg_lh_rostralanteriorcingulate,-0.17735650157488303
ThickAvg_lh_rostralmiddlefrontal,0.02197319163853511
ThickAvg_lh_superiorfrontal,-0.06108008827088544
ThickAvg_lh_superiorparietal,0.18426995607618324
ThickAvg_lh_superiortemporal,0.25316124523820976
ThickAvg_lh_supramarginal,-0.1536092745171362
ThickAvg_lh_transversetemporal,0.022415778898218167
ThickAvg_rh_caudalanteriorcingulate,-0.13287479300487365
ThickAvg_rh_caudalmiddlefrontal,0.017257156046128895
ThickAvg_rh_cuneus,0.11553887363431621
ThickAvg_rh_entorhinal,0.05176978570256868
ThickAvg_rh_fusiform,0.24864931311359337
ThickAvg_rh_inferiorparietal,-0.03753414060494558
ThickAvg_rh_inferiortemporal,0.05854796583750541
ThickAvg_rh_insula,0.011783856077347096
ThickAvg_rh_isthmuscingulate,-0.14283227490925382
ThickAvg_rh_lateraloccipital,0.3013009643100947
ThickAvg_rh_lateralorbitofrontal,-0.2728835568291238
ThickAvg_rh_lingual,0.3036987323575806
ThickAvg_rh_medialorbitofrontal,-0.16349911057356256
ThickAvg_rh_middletemporal,-0.15275723338988975
ThickAvg_rh_paracentral,0.12329104227278369
ThickAvg_rh_parahippocampal,0.13527435801937837
ThickAvg_rh_parsopercularis,0.06654650759233638
ThickAvg_rh_parsorbitalis,0.04145441196926094
ThickAvg_rh_parstriangularis,-0.15083633636220964
ThickAvg_rh_pericalcarine,0.17600125084013354
ThickAvg_rh_postcentral,0.32226749401992333
ThickAvg_rh_posteriorcingulate,-0.09512243563203208
ThickAvg_rh_precentral,0.20091388732807877
ThickAvg_rh_precuneus,0.12552867041861873
ThickAvg_rh_rostralanteriorcingulate,-0.12744448507654532
ThickAvg_rh_rostralmiddlefrontal,-0.24851139461174218
ThickAvg_rh_superiorfrontal,-0.15849927295875063
ThickAvg_rh_superiorparietal,0.22903177924037688
ThickAvg_rh_superiortemporal,0.15445383097088533
ThickAvg_rh_supramarginal,0.09034390198974061
ThickAvg_rh_transversetemporal,0.12476562877302312
ThickStd_lh_caudalanteriorcingulate,0.23721455185451287
ThickStd_lh_caudalmiddlefrontal,-0.1065119015628571
ThickStd_lh_cuneus,0.5119572194435512
ThickStd_lh_entorhinal,-0.052432964307758144
ThickStd_lh_fusiform,-0.47170179293304065
ThickStd_lh_inferiorparietal,0.1378505586103293
ThickStd_lh_inferiortemporal,0.3002086262982351
ThickStd_lh_insula,-0.575254154067858
ThickStd_lh_isthmuscingulate,0.330462875946221
ThickStd_lh_lateraloccipital,-0.08348210082227285
ThickStd_lh_lateralorbitofrontal,-0.5169910048660737
ThickStd_lh_lingual,0.6237957207651976
ThickStd_lh_medialorbitofrontal,-0.2474367474609251
ThickStd_lh_middletemporal,0.29777528229179223
ThickStd_lh_paracentral,0.04305911980861803
ThickStd_lh_parahippocampal,0.10741174427757351
ThickStd_lh_parsopercularis,-0.1470500564737422
ThickStd_lh_parsorbitalis,-0.35448325481262144
ThickStd_lh_parstriangularis,-0.0014730081936929107
ThickStd_lh_pericalcarine,2.7621576483164704e-05
ThickStd_lh_postcentral,0.41468522274184394
ThickStd_lh_posteriorcingulate,0.3800858044546523
ThickStd_lh_precentral,0.6307915189712686
ThickStd_lh_precuneus,-0.712156568336325
ThickStd_lh_rostralanteriorcingulate,-0.2262799356419719
ThickStd_lh_rostralmiddlefrontal,-0.5728606910482849
ThickStd_lh_superiorfrontal,-0.40894660351203876
ThickStd_lh_superiorparietal,0.3169439606618628
ThickStd_lh_superiortemporal,0.709548024810404
ThickStd_lh_supramarginal,0.14901214083976935
ThickStd_lh_transversetemporal,0.15026507610652165
ThickStd_rh_caudalanteriorcingulate,0.1743233959640298
ThickStd_rh_caudalmiddlefrontal,-0.06925563737440332
ThickStd_rh_cuneus,0.5375744712844662
ThickStd_rh_entorhinal,0.08789160446842545
ThickStd_rh_fusiform,-0.24325837613827417
ThickStd_rh_inferiorparietal,-0.2570265007391583
ThickStd_rh_inferiortemporal,0.3260547474026903
ThickStd_rh_insula,-0.36755008559405955
ThickStd_rh_isthmuscingulate,0.3587021892726285
ThickStd_rh_lateraloccipital,0.6000259740331921
ThickStd_rh_lateralorbitofrontal,-0.5679318716965135
ThickStd_rh_lingual,0.7289649009591443
ThickStd_rh_medialorbitofrontal,-0.32793208816192926
ThickStd_rh_middletemporal,0.46813359393962406
ThickStd_rh_paracentral,0.1458626313428739
ThickStd_rh_parahippocampal,0.21003023650996477
ThickStd_rh_parsopercularis,-0.3466620939189665
ThickStd_rh_parsorbitalis,-0.2640605353878006
ThickStd_rh_parstriangularis,-0.3872480355364651
ThickStd_rh_pericalcarine,0.2600176682944106
ThickStd_rh_postcentral,0.3242263677285742
ThickStd_rh_posteriorcingulate,0.3117658707719717
ThickStd_rh_precentral,0.3521064676919977
ThickStd_rh_precuneus,-0.6318825742904426
ThickStd_rh_rostralanteriorcingulate,-0.2908559391412701
ThickStd_rh_rostralmiddlefrontal,-0.5229639992746689
ThickStd_rh_superiorfrontal,-0.5324790005484542
ThickStd_rh_superiorparietal,0.40041956943451734
ThickStd_rh_superiortemporal,0.3235563195269837
ThickStd_rh_supramarginal,-0.34637122302818213
ThickStd_rh_transversetemporal,0.056991652167376436
Volume_mm3_3rd-Ventricle,0.0001244623598712301
Volume_mm3_4th-Ventricle,2.5815185424245222e-05
Volume_mm3_Brain-Stem,3.191711358999004e-05
Volume_mm3_CC_Anterior,0.00019157634399287062
Volume_mm3_CC_Central,9.645140514621455e-05
Volume_mm3_CC_Mid_Anterior,8.061514817463318e-05
Volume_mm3_CC_Mid_Posterior,0.00010400281876559188
Volume_mm3_CC_Posterior,4.060685569595406e-05
Volume_mm3_CSF,1.6425429190208803e-05
Volume_mm3_Cbm_Left_CrusI,8.476307804462721e-06
Volume_mm3_Cbm_Left_CrusII,-1.1459318785108801e-05
Volume_mm3_Cbm_Left_IX,4.484616442226922e-05
Volume_mm3_Cbm_Left_I_IV,7.244242390786902e-05
Volume_mm3_Cbm_Left_V,6.053868468070587e-05
Volume_mm3_Cbm_Left_VI,3.831405588331349e-05
Volume_mm3_Cbm_Left_VIIIa,6.158691906871484e-05
Volume_mm3_Cbm_Left_VIIIb,3.397014940593713e-05
Volume_mm3_Cbm_Left_VIIb,5.287222938752568e-05
Volume_mm3_Cbm_Left_X,-9.053483265398932e-05
Volume_mm3_Cbm_Right_CrusI,7.241094877412384e-06
Volume_mm3_Cbm_Right_CrusII,-7.576210268743372e-06
Volume_mm3_Cbm_Right_IX,4.725242729477054e-05
Volume_mm3_Cbm_Right_I_IV,7.732400080602263e-05
Volume_mm3_Cbm_Right_V,5.9580382865968335e-05
Volume_mm3_Cbm_Right_VI,4.210762682150504e-05
Volume_mm3_Cbm_Right_VIIIa,5.298078284510375e-05
Volume_mm3_Cbm_Right_VIIIb,5.8354685483711674e-05
Volume_mm3_Cbm_Right_VIIb,4.9942718337814176e-05
Volume_mm3_Cbm_Right_X,-0.00016575963162803617
Volume_mm3_Cbm_Vermis,4.115333208135896e-05
Volume_mm3_Cbm_Vermis_IX,0.0001941214309839925
